No Perolehan,ISBN,Title,Author,Publisher,Year,Pages,Price,Language,Type,Dewey,Initial,Quantity,,
00550,9789670675121,Bulan April,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00551,9789670675114,Bulan Mac,Fatehah Irna,Warisan Kristal Enterprise,2015,56,Dihadiahkan,Malay,NF,959.9,FAT,1,,
00552,9789674303778,Berdiri Di Akar Diri: Kritikan Sastera Melayu Pascamoden,Mana Sikana,ITBM,2013,364,Dihadiahkan,Malay,NF,809.2,SIK,1,,
00553,9789834610050,Kumpulan Puisi Pilihan Kemala,Ahmad Kamal Abdullah (Kamala),Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,899.23,KEM,1,,
00554,9789833653867,Aku Mahu Saiz S,Ain Maisarah,PTS One,2007,245,Dihadiahkan,Malay,F,FM,MAI,1,,
00555,9789678603126,Aliran Dakwah Di Malaysia Satu Titik Pertemuan,Abdul Rahman Hj Abdullah,Karya Bestari,2007,347,Dihadiahkan,Malay,F,FM,ABD,3,,
00556,9789678603126,Aliran Dakwah Di Malaysia Satu Titik Pertemuan,Abdul Rahman Hj Abdullah,Karya Bestari,2007,347,Dihadiahkan,Malay,F,FM,ABD,3,,
00557,9789831041628,Cara Mengadu Dan Mendapat Hasilnya,Persatuan Pengguna Pulau Pinang,Persatuan Pengguna Pulau Pinang,2004,274,Dihadiahkan,Malay,NF,361.7,CAR,1,,
00558,9789831247938,Bait-Bait Kasih,Syasya Zainal,Alaf 21 @ Grup Buku Karangkraf,2012,487,Dihadiahkan,Malay,F,FM,ZAI,2,,
00559,9789831247587,Biar Kusentuh Hatimu,Emy Raziela,Alan 21,2012,555,Dihadiahkan,Malay,F,FM,EMY,2,,
00560,9781841213422,A Shakespeare Story: King Henry V,Andrew Matthews,Orchard Books,2003,63,Dihadiahkan,English,F,FE,MAT,1,,
00561,9781338318562,Eerie Elementary: The End of Orson Eerie?,Jack Chabert,Branches/Scholastic Incorporated,2019,96,Dihadiahkan,English,F,FE,CHA,1,,
00562,9781626721432,Science Comics: Dinosaurs,M. K. Reed,First Second,2016,128,Dihadiahkan,English,NF,500,REE,1,,
00563,9781626728011,Science Comics : The Brain,"Tory Woollcott, Alex Graudins",First Second,2018,128,Dihadiahkan,English,NF,500,WOO,1,,
00564,9780746098516,How Things Work,Conrad Mason,Usborne Pub.,2009,14,Dihadiahkan,English,NF,500,CON,1,,
00565,9780794522384,See Under The Sea,"Colin King, Kate Davies",EDC Publishing,2008,15,Dihadiahkan,English,F,500,KAT,1,,
00566,9781474953030,Questions and Answers About Weather,"Katie Daynes, Marie-Ève Tremblay","Usborne Publishing, Limited",2019,14,Dihadiahkan,English,NF,500,KAT,1,,
00567,9789866895081,The Dogs In My Life,Ching Hai,Supreme Master Ching Hai,2007,253,Dihadiahkan,English,NF,598.2,HAI,1,,
00568,9789866895142,The Birds In My Life,Ching Hai,The Supreme Master Ching Hai Publishing Co Ltd.,2007,156,Dihadiahkan,English,NF,598.2,HAI,1,,
00569,9789830683751,Pengenalan Kepada Proses Pembuatan / Introduction to Manufacturing Process,John A. Schey,Institut Terjemahan Negara Malaysia,2011,991,Dihadiahkan,Malay,NF,670,SCH,2,,
00570,9789830683751,Pengenalan Kepada Proses Pembuatan / Introduction to Manufacturing Process,John A. Schey,Institut Terjemahan Negara Malaysia,2011,991,Dihadiahkan,Malay,NF,670,SCH,2,,
00571,9780241302200,Outdoor Maker Lab,Robert Winston,"Dorling Kindersley Publishing, Incorporated",2018,160,Dihadiahkan,English,NF,600,ROB,1,,
00572,9780439641166,Tales Of Famous Americans,"Peter Roop, Connie Roop",Scholastic Reference,2007,108,Dihadiahkan,English,NF,920,CON,1,,
00573,9789670360256,Meneroka Sains: Dunia Bahan,Yap Hon Min,Azila Media,2013,50,Dihadiahkan,Malay,NF,500,YAP,1,,
00574,9789670342474,Tanya Pakar ,Norintan Zainal Shah,Grupbuku Karangkraf,2012,100,16.00,Malay,NF,618.2,NOR,8,,
00575,9789670342474,Tanya Pakar ,Norintan Zainal Shah,Grupbuku Karangkraf,2012,100,16.00,Malay,NF,618.2,NOR,8,,
00576,9789831241646,Variasi Seni Quilt,Zamirah Arshad & Harvinder Kaur,Alaf 21,2004,191,Dihadiahkan,Malay,NF,746.46,ZAM,2,,
00577,9789832334446,Petunjuk Jalan Kekayaan,Rusly Abdullah,Al-Ameen Serve Holdings,2004,254,29.00,Malay,NF,158.1,RUS,2,,
00578,9789678603126,Aliran Dakwah Di Malaysia Satu Titik Pertemuan,Abdul Rahman Hj Abdullah,Karya Bestari,2007,347,Dihadiahkan,Malay,F,FM,ABD,3,,
00579,9789670632506,Siri Fantasi Sains: Laju Kereta F1,Yap Ming Yan,Sasmurni Bakti Sdn. Bhd.,2014,127,10.00,Malay,NF,741.5,YAP,1,,
00580,9789675234668,Seni Kulinari : Ukiran Hiasan Penyeri Meja,Buku Prima,Buku Prima,2009,95,12.90,Malay,NF,745.924,SEN,8,,
00581,9789830682402,"R&D Generasi Keempat: Pengurusan Pengetahuan, Teknologi Dan Inovasi",William L. Miller dan Langdon Morris,Institut Terjemahan Negara Malaysia,2011,349,Dihadiahkan,Malay,NF,658.57,MIL,3,,
00582,9789812291509,Jokes & Comic Tales from Japan,Kum Fatt Chong,Asiapac Books,2003,120,Dihadiahkan,English,NF,808.88,KFC,3,,
00583,9789830686479,Peranan Gen,Eve Hartman dan Wendy Meshbesher,Institut Terjemahan Negara Malaysia,2011,47,Dihadiahkan,Malay,NF,576.5,EVE,3,,
00584,9789830686479,Peranan Gen,Eve Hartman dan Wendy Meshbesher,Institut Terjemahan Negara Malaysia,2011,47,Dihadiahkan,Malay,NF,576.5,EVE,3,,
00585,9789670360294,Meneroka Sains: Tenaga,Yap Hon Min,Azila Media,2013,50,Dihadiahkan,Malay,NF,500,YAP,1,,
00586,9789833644223,Panduan Asas Penubuhan Perpustakaan,Norasiah Haji Harun,"Pusat Penerbitan Universiti, Universiti Teknologi MARA",2006,141,Dihadiahkan,Malay,NF,020,NOR,1,,
00587,9781451623864,The Now Effect,Elisha Goldstein,Simon and Schuster,2012,288,Dihadiahkan,English,NF,158.1,ELI,1,,
00588,9789831243206,Aduhai Suami: Menyingkap Kerenah Kaum Lelaki,Muhamad Mat Yakim,Alaf 21,2008,222,Dihadiahkan,Malay,NF,305.31,MUH,1,,
00589,9789839549140,Focusing On Daily English Usage,Milon Nandy,Eurasia-Pacific Books,1996,124,Dihadiahkan,English,NF,425,NAN,1,,
00590,9780756516178,DNA,Darlene R. Stille,Capstone,2006,48,Dihadiahkan,English,NF,576.5,DAR,1,,
00591,9788472084490,Makanan Sihat,George D. Pamplona,Gaya Hidup Baru,2016,383,Dihadiahkan,Malay,NF,613.2,GEO,1,,
00592,9789671120507,"Regimes, Diets, And Joys Of Life",N. Gunananthan,Lulu.com,2012,141,Dihadiahkan,English,NF,641.3,GUN,1,,
00593,9789830682013,Perdagangan Elektronik,Paul Timmers,Institut Terjemahan Negara Malaysia,2011,349,Dihadiahkan,Malay,NF,658.8,PAU,1,,
00594,9789675275364,Berbasikal Untuk Kesihatan dan Rekreasi,Ahmad Ramli Zakaria,Aras Mega (M) sdn. bhd.,2010,188,Dihadiahkan,Malay,NF,700,AHM,1,,
00595,9781593390365,Artist Around the World Meet Some of the Greatest Artists of All Time,Artist Around The World,"Encylopedia Britannica, INC.",2004,64,Dihadiahkan,English,NF,700,ART,1,,
00596,9781593390358,Tour The World Of Imagination and Creativity,The Arts,"Encyclopedia Britannica, INC.",2003,64,Dihadiahkan,English,NF,700,ART,1,,
00597,9789673439263,1 Murid 1 Sukan Badminton,Dr. Chin Ngien Siong,Ilmu Bakti sdn. bhd,2017,118,15.00,Malay,NF,700,CHI,1,,
00598,9789673439300,1 Murid 1 Sukan Bola Tampar,Dr. Chin Ngien Siong,Ilmu Bakti Sdn. Bhd.,2017,149,15.00,Malay,NF,700,CHI,1,,
00599,9789673439317,1 Murid 1 Sukan Tenis,"Dr. Chin Ngien Siong, Dr. Ong Kong Swee , Prof. Madya Dr. Wee Eng Hoe",Ilmu Bakti sdn. bhd,2017,108,15.00,Malay,NF,700,CHI,1,,
00600,9781844835232,Treasures of China,John Chinnery,Duncan Baird Publishers,2008,224,Dihadiahkan,English,NF,700,JOH,1,,
00601,9781579907631,The Joy of Scrapbooking,"Kerry Arquette , Andrea Zocchi , Darlene D’Agostino",Lark Books,2006,304,Dihadiahkan,English,NF,700,KER,1,,
00602,9789839119916,Koleksi Lukisan Kartun Mengenai Alam Sekitar,Jabatan Alam Sekitar,"Jabatan Alam Sekitar, Kementerian Sumber Asli dan Alam Sekitar",2005,46,Dihadiahkan,Malay,NF,700,KOL,3,,
00603,9789839119916,Koleksi Lukisan Kartun Mengenai Alam Sekitar,Jabatan Alam Sekitar,"Jabatan Alam Sekitar, Kementerian Sumber Asli dan Alam Sekitar",2005,46,Dihadiahkan,Malay,NF,700,KOL,3,,
00604,9789839119916,Koleksi Lukisan Kartun Mengenai Alam Sekitar,Jabatan Alam Sekitar,"Jabatan Alam Sekitar, Kementerian Sumber Asli dan Alam Sekitar",2005,46,Dihadiahkan,Malay,NF,700,KOL,3,,
00605,9781406280012,Can You Survive the Wilderness? An Interactive Survival Adventure,"Matt Doeden, Chris Laliberte",Raintree,2014,112,Dihadiahkan,English,NF,700,MAT,1,,
00606,9789679030563,Boria,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,16,Dihadiahkan,Malay,NF,700,NOR,1,,
00607,9789679030570,Dabus,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,12,Dihadiahkan,Malay,NF,700,NOR,2,,
00608,9789679030570,Dabus,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,12,Dihadiahkan,Malay,NF,700,NOR,2,,
00609,9789679030648,Dato' Syed Ahmad Jamal: Tokoh Seniman Negara ke 2,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,60,Dihadiahkan,Malay,NF,700,NOR,1,,
00610,9789679030549,Dikir Barat,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,20,Dihadiahkan,Malay,NF,700,NOR,1,,
00611,9789679030594,Hamdolok,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,28,Dihadiahkan,Malay,NF,700,NOR,2,,
00612,9789679030594,Hamdolok,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,28,Dihadiahkan,Malay,NF,700,NOR,2,,
00613,9789679030709,Hamzah Awang Amat Tokoh Seniman Negara Pertama,Norliza  Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,33,Dihadiahkan,Malay,NF,700,NOR,1,,
00614,9789679030525,Makyung,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,20,Dihadiahkan,Malay,NF,700,NOR,1,,
00615,9789679030655,Wan Su Othman Tokoh Seniman Negara Ke 3,Zainal Jaslan,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,40,Dihadiahkan,Malay,NF,700,NOR,1,,
00616,9789673439324,1 Murid 1 Sukan Peraturan Sukan dan Permainan,Panel Penulis,Ilmu Bakti sdn. bhd.,2017,170,15.00,Malay,NF,700,PAN,1,,
00617,9789679030556,Rodat,Norliza Rofli,"Kementerian Kebudayaan, Kesenian dan Pelancongan Malaysia",2003,24,Dihadiahkan,Malay,NF,700,ROF,1,,
00618,9789673439270,1 Murid 1 Sukan Bola Keranjang,Prof. Madya Dr. Wee Eng Hoe,Ilmu Bakti sdn. bhd.,2017,125,15.00,Malay,NF,700,WEE,1,,
00619,9789673439294,1 Murid 1 Sukan Olahraga,"Prof. Madya Dr. Wee Eng Hoe ,Dr. Chin Ngien Siong",Ilmu Bakti sdn. bhd.,2017,107,15.00,Malay,NF,700,WEE,1,,
00620,9789838092814,Koleksi Tokoh Dunia Tokoh Seni,Zarina Zainal Abidin,Cipta Publishing,2006,44,37.50,Malay,NF,700,ZAR,1,,
00621,9789813018563,The Encyclopedia of Malaysia Performing Arts,Prof. Dr Ghulam Sarwar Yousof,Archipelago Press,1998,144,Dihadiahkan,English,NF,703,GHU,1,,
00622,9780078667985,"MathScape: Seeing and Thinking Mathematically, Course 1, Designing Spaces, Student Guide (Mathscape:  Seeing and Thinking Mathematically)",McGraw-Hill,McGraw-Hill Education,2004,40,Dihadiahkan,English,NF,710,MCG,1,,
00623,9789834610036,Edisi khas Sasterawan Negara Kemala: kumpulan drama Anna,Ahmad Kamal Abdullah,Dewan Bahasa dan Pustaka,2011,178,9.90,Malay,NF,800,AHM,5,,
00624,9789834610036,Edisi khas Sasterawan Negara Kemala: kumpulan drama Anna,Ahmad Kamal Abdullah,Dewan Bahasa dan Pustaka,2011,178,9.90,Malay,NF,800,AHM,5,,
00625,9789834610036,Edisi khas Sasterawan Negara Kemala: kumpulan drama Anna,Ahmad Kamal Abdullah,Dewan Bahasa dan Pustaka,2011,178,9.90,Malay,NF,800,AHM,5,,
00626,9789834610036,Edisi khas Sasterawan Negara Kemala: kumpulan drama Anna,Ahmad Kamal Abdullah,Dewan Bahasa dan Pustaka,2011,178,9.90,Malay,NF,800,AHM,5,,
00627,9789834610036,Edisi khas Sasterawan Negara Kemala: kumpulan drama Anna,Ahmad Kamal Abdullah,Dewan Bahasa dan Pustaka,2011,178,9.90,Malay,NF,800,AHM,5,,
00628,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00629,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00630,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00631,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00632,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00633,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00634,9789834610050,Kumpulan Puisi Pilihan Kemeja,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,202,Dihadiahkan,Malay,NF,800,AHM,7,,
00635,9789834610043,Mata Rumah Dan Merpati,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,154,Dihadiahkan,Malay,NF,800,AHM,5,,
00636,9789834610043,Mata Rumah Dan Merpati,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,154,Dihadiahkan,Malay,NF,800,AHM,5,,
00637,9789834610043,Mata Rumah Dan Merpati,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,154,Dihadiahkan,Malay,NF,800,AHM,5,,
00638,9789834610043,Mata Rumah Dan Merpati,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,154,Dihadiahkan,Malay,NF,800,AHM,5,,
00639,9789834610043,Mata Rumah Dan Merpati,Ahmad Kamal Abdullah,Dewan Bahasa Dan Pustaka,2011,154,Dihadiahkan,Malay,NF,800,AHM,5,,
00640,9789814193436,Mr Mystery : The Mystery Of The Sydney Slayings,James Lee,Flames Of The Forest Publishings Pte Ltd,2008,126,Dihadiahkan,English,NF,800,JAM,1,,
00641,9789814193368,The Mystery Of The Boy Who Never Was,James Lee,Angsana Books,2007,126,Dihadiahkan,English,NF,800,JAM,1,,
00642,9789679389166,Mother's Day,Kumara Velu,Sama Publications & Distibutors Sdn. Bhd,2004,20,Dihadiahkan,English,NF,800,KUM,1,,
00643,9789830683782,Release Me Back To The Sea,Shaari Isa,ITBM,2009,429,Dihadiahkan,English,NF,800,SHA,1,,
00644,9789830683546,A Mother's Tears,Soo Cham,ITBM,2009,220,Dihadiahkan,Malay,NF,800,SOO,1,,
00645,9789833604050,Pantun & Gurindam Untuk Majlis Rasmi dan Perkahwinan,"Abdullah Hassan., Aripin Said, Ainon Mohd",PTS Publications & Distributors,2007,293,Dihadiahkan,Malay,NF,808,ABD,1,,
00646,9799833376963,Belajar Berucap,Samsudin Wahab,PTS Proffesional Publishing Sdn. Bhd.,2004,218,Dihadiahkan,Malay,NF,808,SAM,1,,
00647,9789830687940,"Ringkas Dan Menarik: Aktiviti Singkat Penulisan Kreatif Yang Menggalakkan Imaginasi, Jenaka Dan Minat Dalam Penulisan",Randy Larson,ITBM,2012,36,Dihadiahkan,Malay,NF,808.02,LAR,3,,
00648,9789830687940,"Ringkas Dan Menarik: Aktiviti Singkat Penulisan Kreatif Yang Menggalakkan Imaginasi, Jenaka Dan Minat Dalam Penulisan",Randy Larson,ITBM,2012,36,Dihadiahkan,Malay,NF,808.02,LAR,3,,
00649,9789830687940,"Ringkas Dan Menarik: Aktiviti Singkat Penulisan Kreatif Yang Menggalakkan Imaginasi, Jenaka Dan Minat Dalam Penulisan",Randy Larson,ITBM,2012,36,Dihadiahkan,Malay,NF,808.02,LAR,3,,
00650,9789675154812,Mencipta Dialog Dan Wawancara,Panel Penulis Content Plus,Content Plus,2010,124,Dihadiahkan,Malay,NF,808.02,PAN,1,,
00651,9789675154805,"Idea Kreatif ; Cereka, Melengkapkan Cerita Dan Karangan Peribahasa",Panel Penulis Content Plus,Content Plus,2010,124,Dihadiahkan,Malay,NF,808.02,PLU,1,,
00652,9789830688275,Yoga Untuk Minda,"Dawn DiPrince , Cheryl Miller Thurston",ITBM,2012,142,Dihadiahkan,Malay,NF,808.04,DAW,5,,
00653,9789830688275,Yoga Untuk Minda,"Dawn DiPrince , Cheryl Miller Thurston",ITBM,2012,142,Dihadiahkan,Malay,NF,808.04,DAW,5,,
00654,9789830688275,Yoga Untuk Minda,"Dawn DiPrince , Cheryl Miller Thurston",ITBM,2012,142,Dihadiahkan,Malay,NF,808.04,DAW,5,,
00655,9789830688275,Yoga Untuk Minda,"Dawn DiPrince , Cheryl Miller Thurston",ITBM,2012,142,Dihadiahkan,Malay,NF,808.04,DAW,5,,
00656,9789830688275,Yoga Untuk Minda,"Dawn DiPrince , Cheryl Miller Thurston",ITBM,2012,142,Dihadiahkan,Malay,NF,808.04,DAW,5,,
00657,9789830688725,Tulis Apa Yang Anda Lihat,Hank Kellner,ITBM,2012,118,Dihadiahkan,Malay,NF,808.04,HAN,3,,
00658,9789830688725,Tulis Apa Yang Anda Lihat,Hank Kellner,ITBM,2012,118,Dihadiahkan,Malay,NF,808.04,HAN,3,,
00659,9789830688725,Tulis Apa Yang Anda Lihat,Hank Kellner,ITBM,2012,118,Dihadiahkan,Malay,NF,808.04,HAN,3,,
00660,9789670408071,Profesion Kewangan,Nur Hafizah Zakaria,Knowledge Publication House,2012,46,Dihadiahkan,Malay,NF,808.06,NUR,1,,
00661,9789670408064,Profesion Kesihatan,Nor Hafizan M.Noor,Knowledge Publication House,2012,46,Dihadiahkan,Malay,NF,808.066,NOR,1,,
00662,9789830688176,Kuasai Cerita Anda,Victoria Hanley,ITBM,2012,241,Dihadiahkan,Malay,NF,808.068,VIC,3,,
00663,9789830688176,Kuasai Cerita Anda,Victoria Hanley,ITBM,2012,241,Dihadiahkan,Malay,NF,808.068,VIC,3,,
00664,9789830688176,Kuasai Cerita Anda,Victoria Hanley,ITBM,2012,241,Dihadiahkan,Malay,NF,808.068,VIC,3,,
00665,9789676114259,Teknik Pengucapan Berkesan,Arshad Md. Ghaus,Utusan Publications,2003,78,Dihadiahkan,Malay,NF,808.5,ARS,2,,
00666,9789676114259,Teknik Pengucapan Berkesan,Arshad Md. Ghaus,Utusan Publications,2003,78,Dihadiahkan,Malay,NF,808.5,ARS,2,,
00667,9780731239627,Tracking Through Speeches And Debates,Nicolas Brasch,Rigby Harcourt Education,2005,40,Dihadiahkan,English,NF,808.5,NIC,1,,
00668,9789834425258,Pemikiran Kesusasteraan : Wajah Dan Wadah Kebudayaan Kebangsaan,Profesor Madya Dr. Lim Swee Tin,Kementerian Penerangan Komunikasi & Kebudayaan Malaysia,2009,287,Dihadiahkan,Malay,NF,808.8,LIM,1,,
00669,9556811201026,Australia,Sheila Hatherley,The Macmillan Company Of Australia PTY LTD,1991,45,Dihadiahkan,English,NF,808.8,SHE,1,,
00670,9556811201057,Japan,Sheila Hatherley,The Macmillan Company Of Australia PTY LTD,1991,45,Dihadiahkan,English,NF,808.8,SHE,1,,
00671,9556811201071,Micronesia,Sheila Hatherley,The Macmillan Company Of Australia PTY LTD,1991,45,Dihadiahkan,English,NF,808.8,SHE,1,,
00672,9556811201101,Polynesia,Sheila Hatherley,The Macmillan Company Of Australia PTY LTD,1991,45,Dihadiahkan,English,NF,808.8,SHE,1,,
00673,9556811201118,South America,Sheila Hatherley,The Macmillan Company Of Australia PTY LTD,1991,45,Dihadiahkan,English,NF,808.8,SHE,1,,
00674,9789673743193,Kembara Solo Stans Asia Tengah,Anita Yusof,Penerbitan Multimedia Sdn. Bhd.,2014,403,Dihadiahkan,Malay,NF,808.883,ANI,1,,
00675,9789833898794,Bersimpati,Shafinaz Shahidun,Express Education,2008,83,15.50,Malay,NF,809,SHA,1,,
00676,9789833898770,Keberanian Siri Akhlak Mulia,Shafinaz Shahidun,Express Education,2008,85,Dihadiahkan,Malay,NF,809,SHA,1,,
00677,9789833898732,Setia,Shafinaz Shahidun,Express Education,2008,82,15.50,Malay,NF,809,SHA,1,,
00678,9789670349626,The Paper Aeroplane,Sherilyn Loong,Penerbitan Ilmuwan,2015,39,Dihadiahkan,English,NF,823,SHE,1,,
00679,9789834917067,Kumpulan Cerpen: Sasterawan Negara Zurinah Hassan: Menjelang Pemilihan,Zurinah Hassan,Dewan Bahasa Dan Pustaka,2017,152,Dihadiahkan,Malay,NF,899.23,ZUR,1,,
00680,9789676548030,Tun Hamdan: Guru Sepanjang Hayat,Mohd. Nor Bin Long,Fajar Bakti,1999,295,Dihadiahkan,Malay,NF,920,LON,1,,
00681,9789679788471,Tan Sri Fatimah Potret Seorang Pemimpin,"Nik Safiah Karim , Rokiah Talib",Pelanduk Publications,2003,190,Dihadiahkan,Malay,NF,920,NIK,1,,
00682,9781742767819,Tom Gates Extra Special Treats (... Not),Liz Pichon,Scholastic,2013,221,Dihadiahkan,English,F,FE,LIZ,1,,
00683,9780746001516,The Intergalactic Bus Trip (Puzzle Adventures),Martin Oliver,Usborne,1987,48,Dihadiahkan,English,F,FE,MAR,1,,
00684,9789836279699,Dominasi Tebran,Aminah Mokhtat,Dewan Bahasa Dan Pustaka,2005,306,22.00,Malay,F,FM,AMI,1,,
00685,9789670718019,Hanya Dia ... Cinta,Farah Husain,Idea Kreatif Publication,2014,503,Dihadiahkan,Malay,F,FM,FAR,1,,
00686,9789679489408,Meniti Hari Di Asrama Puteri,Hakimi Muhammad,Associated Educational Distributors,2006,112,Dihadiahkan,Malay,F,FM,HAK,1,,
00687,9789830573243,Siri Sains Fiksyen Cryterion: Kapal Angkasa,Mohd. Hadi,Goodmark Enterprise,2004,107,12.00,Malay,F,FM,MOH,1,,
00688,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00689,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00690,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00691,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00692,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00693,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00694,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00695,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00696,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00697,9789832284994,Akal Kepada Berakal,Mokhtar Jamil,Penerbitan Seribu Dinar,2004,64,Dihadiahkan,Malay,NF,153.42,MOK,10,,
00698,9789836237859,Pengenalan Sejarah Dan Falsafah Sains,Abdul Latif bin Samian,Dewan Bahasa dan Pustaka,1993,186,Dihadiahkan,Malay,NF,500,ABD,1,,
00699,9789675808005,Lif,"Comic Tribe, Aida Othman",Orbit Buku,2006,30,Dihadiahkan,Malay,NF,500,AID,1,,
00700,9789835004612,Eksperimen Dengan Air,Helen Edom,Penerbitan Pelangi,1995,24,Dihadiahkan,Malay,NF,500,AKT,1,,
00701,9789835004636,Eksperimen Dengan Bateri,Paul Shipton,Penerbitan Pelangi,1995,24,Dihadiahkan,Malay,NF,500,AKT,1,,
00702,9789835004643,Eksperimen Dengan Cahaya Dan Cermin,Kate Woodward,Penerbitan Pelangi,1995,24,Dihadiahkan,Malay,NF,500,AKT,1,,
00703,9789835004650,Eksperimen Dengan Cuaca,"Rebecca Heddle, Paul Shipton",Penerbitan Pelangi,1995,24,Dihadiahkan,Malay,NF,500,AKT,1,,
00704,9789835004698,Eksperimen Dengan Udara,"Helen Edom, Moira Butterfield",Penerbitan Pelangi,1995,24,Dihadiahkan,Malay,NF,500,AKT,1,,
00705,9789835004629,Eksperimen Ke Atas Badan Kamu,Rebecca Heddle,Penerbitan Pelangi,1995,24,Dihadiahkan,Malay,NF,500,AKT,1,,
00706,9780746001028,Finding Out About Things That Float,Annabel Thomas,Usborne Publishing,1987,24,Dihadiahkan,English,NF,500,ANN,1,,
00707,9786294821071,Ensiklopedia Kanak- Kanak Tentang Badan Manusia,Mind To Mind,Mind To Mind,2024,128,Dihadiahkan,Malay,NF,500,BAD,1,,
00708,695890336362,Fantastic Flight,"James Burnett, Calvin Irons",Mimosa Publications,2003,39,Dihadiahkan,English,NF,500,BUR,1,,
00709,9781934970270,AIDS & You,C.E. Boberg,AlphaHouse Publishing,2009,112,Dihadiahkan,English,NF,500,CEX,1,,
00710,9789833708000,Glossary For Science Form 4 And Form 5,Chong Kum Ying,Maxporia Sendirian Berhad,2006,140,Dihadiahkan,English,NF,500,CHO,1,,
00711,9789673761128,Why? Robot,Cho Young Sun,Orbit Buku,2011,159,Dihadiahkan,Malay,NF,500,CHO,1,,
00712,9781903954089,Dinosaurs,John Cooper,Zigzag Children’s Books,2002,31,Dihadiahkan,English,NF,500,FOR,1,,
00713,9781903954102,Sea and Sea Life,Laura Wade,Zigzag Children’s Books,2002,32,Dihadiahkan,English,NF,500,FOR,1,,
